snapshot_date,product_id,store_id,supplier_id,qty_on_hand,qty_on_order,reorder_level,unit_cost
2024-08-21,20520,132,35,234,5,81,19.06
2026-01-15,20235,139,15,209,15,40,31.47
2024-09-12,20285,101,27,261,81,24,36.52
2026-01-16,20090,120,31,33,61,33,154.62
2025-03-24,20584,137,50,345,86,24,93.21
2024-03-24,20569,149,45,59,74,90,159.21
2024-08-31,20157,114,4,177,79,25,63.41
2025-02-25,20103,102,26,103,14,68,74.53
2025-12-05,20138,114,36,225,89,43,152.76
2025-12-24,20404,113,20,6,17,42,226.73
2026-01-27,20364,144,49,29,65,91,161.35
2024-12-31,20584,107,47,373,80,85,17.5
2025-12-26,20584,112,15,420,41,23,216.53
2024-06-07,20111,129,22,90,87,37,183.2
2024-12-29,20076,140,27,265,73,81,7.37
2024-05-14,20126,138,11,314,62,57,75.22
2025-05-27,20417,126,27,484,26,75,195.06
2024-08-10,20180,141,19,182,55,59,158.79
2025-06-12,20352,135,48,31,2,26,193.0
2024-08-13,20421,119,11,62,79,92,208.09
2024-09-10,20443,139,11,406,38,93,53.33
2026-02-10,20426,144,35,185,44,77,209.55
2025-08-08,20333,122,24,266,7,59,178.67
2026-01-06,20211,122,30,63,92,38,149.26
2024-10-05,20080,145,23,7,16,70,47.74
2025-06-03,20264,131,32,105,13,57,158.23
2024-10-13,20435,123,10,479,38,29,159.76
2025-03-03,20147,142,44,499,44,46,249.64
2025-01-14,20487,104,33,451,63,27,109.14
2025-07-06,20110,120,37,283,91,95,61.26
2025-08-18,20592,145,8,253,13,25,103.03
2025-04-06,20517,133,6,119,78,45,154.51
2025-08-07,20045,137,31,263,13,47,22.42
2025-03-29,20565,123,27,21,7,58,124.77
2024-06-23,20063,130,22,66,8,75,17.79
2026-02-24,20222,131,23,279,25,77,159.33
2024-08-05,20492,129,2,435,15,70,79.07
2024-12-08,20272,118,38,341,43,71,147.01
2024-10-17,20204,122,37,104,8,88,125.63
2025-05-24,20584,132,33,405,5,36,178.79
2025-11-03,20426,113,13,138,16,100,209.23
2024-04-04,20572,112,24,439,65,61,137.09
2026-02-25,20447,116,20,414,78,32,224.31
2025-07-31,20404,115,33,137,56,58,178.06
2024-08-09,20553,119,22,476,33,56,137.07
2024-06-08,20466,127,18,12,94,30,200.8
2025-01-27,20073,126,49,339,73,49,102.42
2025-10-31,20189,141,14,59,86,68,9.53
2025-09-11,20049,125,50,306,93,61,124.95
2024-08-25,20567,140,41,262,2,44,107.48
2024-11-27,20028,133,23,232,59,83,225.75
2026-02-20,20413,118,6,482,57,40,151.69
2025-01-07,20073,123,26,47,79,57,171.48
2026-01-17,20055,133,35,437,53,83,89.93
2026-02-22,20257,143,43,169,32,38,45.74
2025-07-15,20028,110,30,399,26,87,108.28
2025-05-05,20206,100,39,466,27,57,89.86
2025-11-26,20483,126,41,411,78,61,123.46
2025-03-19,20392,127,42,210,73,74,19.59
2026-02-20,20581,149,18,48,39,89,13.23
2024-09-05,20384,147,9,289,84,37,67.62
2026-02-05,20125,116,32,2,39,30,203.63
2025-10-26,20367,129,26,410,11,25,206.05
2024-08-12,20179,131,35,175,9,46,233.04
2026-01-20,20506,132,19,389,48,76,53.12
2025-08-31,20073,115,2,332,89,82,219.9
2025-03-26,20257,102,38,15,5,82,144.51
2025-10-23,20352,131,29,153,91,74,43.76
2024-10-30,20272,113,5,121,45,99,194.89
2024-09-07,20493,141,44,12,67,89,99.53
2024-08-18,20429,113,32,124,85,54,144.9
2024-10-31,20409,136,16,452,10,60,176.16
2025-07-03,20057,117,3,106,15,55,19.38
2026-01-26,20590,103,26,172,11,27,231.72
2025-12-03,20593,148,12,245,99,41,81.66
2024-09-16,20277,105,36,484,86,34,15.39
2025-12-06,20211,102,25,136,38,74,138.7
2024-07-07,20140,107,33,307,59,43,69.27
2024-04-12,20217,116,45,256,15,44,13.41
2024-04-01,20092,118,26,301,67,34,214.43
2024-05-26,20055,123,45,315,45,81,148.29
2025-10-12,20283,123,33,195,14,28,7.69
2025-02-02,20077,134,48,138,63,55,67.15
2024-10-29,20026,130,35,59,20,99,7.99
2025-09-14,20216,128,28,271,72,21,102.59
2025-03-05,20473,126,15,11,43,79,159.77
2024-03-19,20088,121,31,281,64,65,214.52
2025-05-02,20286,148,8,218,67,26,168.52
2025-08-24,20260,110,50,392,31,68,7.96
2024-09-25,20197,149,32,80,88,100,114.1
2026-01-23,20422,110,12,228,46,61,152.86
2025-12-02,20230,119,39,230,97,74,5.75
2025-01-27,20007,141,23,344,27,43,226.53
2024-11-16,20381,107,18,54,47,73,48.31
2024-07-01,20335,122,40,351,94,94,20.52
2026-02-09,20193,121,35,339,85,91,188.14
2025-11-26,20524,137,16,298,89,67,122.95
2024-07-17,20298,108,16,48,50,75,117.61
2024-04-27,20556,131,38,452,25,53,220.29
2025-07-30,20582,112,4,347,57,50,191.0
2025-03-25,20419,128,33,125,30,77,170.5
2025-06-28,20236,115,20,233,25,69,59.04
2024-07-24,20567,148,11,253,4,53,18.03
2025-06-04,20310,126,2,125,71,56,228.52
2024-06-17,20285,129,17,499,79,88,54.51
2026-02-17,20109,135,1,471,38,66,226.91
2025-08-22,20581,146,41,73,46,71,207.0
2025-05-23,20419,101,5,266,17,60,236.31
2025-07-07,20546,149,20,250,0,46,208.82
2024-07-30,20114,133,20,104,3,92,60.65
2025-08-15,20025,125,29,312,33,27,235.64
2026-03-10,20225,124,23,472,81,85,74.36
2025-02-05,20314,113,5,118,5,27,36.42
2025-11-26,20242,143,38,315,13,26,204.98
2024-03-17,20025,145,26,298,0,39,70.43
2026-03-01,20150,138,37,421,51,47,47.8
2024-07-18,20320,132,25,85,74,47,49.76
2024-04-09,20518,129,26,272,54,53,179.15
2026-02-08,20379,135,29,355,19,84,87.35
2026-02-19,20348,137,27,481,41,55,130.3
2025-07-10,20556,115,35,275,72,20,192.71
2024-06-13,20545,119,3,329,15,67,184.7
2025-01-14,20377,146,26,136,63,31,240.53
2024-05-28,20026,108,24,73,98,69,56.01
2025-07-04,20266,145,13,437,83,84,134.14
2025-09-20,20577,110,41,477,0,20,229.05
2025-08-01,20520,139,19,337,87,99,51.81
2025-10-12,20016,123,7,320,57,99,185.81
2025-09-28,20485,138,6,436,65,52,162.16
2026-03-04,20255,136,34,133,89,81,164.35
2024-12-15,20226,120,38,495,51,71,103.29
2024-07-12,20339,129,27,135,89,91,72.16
2024-09-12,20420,104,17,249,92,73,25.27
2024-12-22,20102,128,8,299,77,96,6.59
2025-05-25,20465,115,38,63,96,84,176.82
2025-09-01,20397,141,44,116,70,79,102.79
2026-01-13,20321,135,19,412,53,54,61.62
2026-02-06,20189,149,36,321,15,55,174.71
2024-10-09,20037,102,5,335,40,25,88.26
2024-12-22,20250,111,37,339,28,69,144.41
2025-10-09,20356,146,14,410,46,80,204.92
2025-06-26,20280,123,32,80,57,69,177.03
2025-04-24,20257,100,29,450,81,58,86.83
2024-12-25,20333,147,16,160,97,54,230.9
2024-03-25,20019,106,46,81,15,86,217.19
2024-04-12,20073,105,25,241,43,62,125.15
2025-09-15,20067,141,39,272,1,57,15.27
2025-07-17,20290,119,35,405,35,38,65.04
2024-03-21,20362,124,14,375,34,89,204.71
2025-01-03,20512,133,29,132,17,64,6.73
2025-02-04,20200,104,17,79,24,74,89.61
2025-03-27,20212,108,23,294,5,84,102.28
2024-06-19,20409,114,45,279,74,32,174.23
2025-09-07,20292,116,38,107,24,36,245.04
2024-04-06,20477,103,14,223,88,64,165.02
2024-10-31,20136,140,50,243,89,36,202.76
2025-10-20,20575,131,27,388,94,84,72.38
2024-05-30,20466,110,12,491,56,55,33.25
2025-12-29,20315,100,3,135,80,63,145.95
2024-12-23,20001,116,8,210,13,96,139.67
2025-09-12,20524,146,3,79,43,86,55.22
2024-08-16,20081,126,19,177,95,81,66.03
2025-10-10,20069,141,5,3,88,87,10.78
2025-08-10,20513,132,30,452,2,86,10.14
2025-05-20,20086,116,30,239,1,86,43.61
2024-09-08,20297,111,10,111,56,85,221.24
2024-12-01,20076,146,34,180,8,44,114.64
2024-03-20,20017,104,42,129,93,37,71.34
2024-05-27,20058,109,31,70,83,87,140.78
2025-11-14,20588,113,25,216,1,34,170.29
2025-09-16,20558,129,20,22,27,50,109.64
2025-06-07,20468,125,38,223,85,54,8.1
2025-09-09,20169,107,27,148,76,31,187.08
2025-06-30,20311,136,39,118,57,53,31.93
2026-02-22,20233,125,20,97,13,28,79.98
2024-10-05,20114,144,30,32,2,56,124.61
2024-09-08,20364,136,17,312,79,73,56.08
2025-11-24,20357,105,44,5,29,43,13.75
2025-11-08,20366,134,50,139,54,84,203.9
2025-12-30,20021,138,43,461,97,22,45.63
2026-01-09,20370,104,6,383,18,81,14.61
2025-11-25,20523,139,50,438,22,78,215.33
2025-05-15,20016,126,14,159,98,70,41.29
2025-07-27,20296,140,36,297,0,96,234.12
2024-12-07,20100,105,38,224,53,45,44.6
2024-08-26,20254,133,23,44,15,33,164.68
2025-06-08,20284,122,36,257,22,81,157.51
2025-08-05,20030,142,7,316,48,20,71.65
2025-10-27,20356,143,2,409,56,77,150.49
2025-07-15,20026,117,37,242,57,99,238.19
2025-10-11,20231,142,4,57,32,89,120.15
2024-03-12,20484,111,22,317,11,96,167.78
2025-12-05,20474,143,43,215,13,68,107.34
2025-06-25,20283,127,27,301,61,30,229.45
2025-05-30,20233,118,24,346,34,38,154.27
2025-01-04,20217,109,10,290,29,51,142.74
2025-07-09,20472,143,30,458,7,79,206.2
2024-05-02,20250,131,11,216,83,50,54.31
2025-06-01,20059,122,43,447,55,29,73.19
2025-09-10,20029,105,16,362,34,52,179.54
2024-07-11,20463,112,11,420,85,87,48.02
2025-09-20,20033,144,35,351,1,96,161.25
2026-01-26,20064,147,34,242,83,78,205.73
2026-01-13,20288,122,20,64,62,88,210.07
2026-01-11,20471,138,6,210,73,97,7.19
2024-08-06,20268,125,47,42,90,26,169.77
2024-09-17,20458,148,26,390,39,56,90.28
2024-09-29,20195,100,41,46,61,71,26.26
2025-06-05,20511,121,34,103,88,60,50.94
2026-02-25,20279,130,36,50,80,88,100.41
2025-03-14,20274,116,11,117,75,82,71.73
2026-01-27,20351,120,18,407,68,85,28.53
2025-02-10,20571,106,29,41,90,94,197.68
2024-07-29,20554,132,33,78,20,76,220.35
2024-05-04,20330,108,21,120,79,72,151.55
2024-09-08,20462,106,48,246,44,61,25.55
2024-09-02,20551,130,25,481,7,80,168.32
2025-11-12,20096,118,39,6,31,83,218.14
2025-09-01,20179,114,3,474,45,20,220.23
2024-07-08,20114,142,5,209,43,68,179.21
2024-07-31,20475,140,30,491,33,37,23.57
2026-01-17,20520,127,9,305,32,59,37.56
2025-06-30,20371,130,29,493,4,29,135.59
2025-01-29,20394,109,15,284,80,91,114.73
2024-03-17,20388,125,41,440,45,35,229.47
2025-07-08,20428,113,38,212,75,88,47.77
2025-09-28,20299,105,31,366,100,33,134.43
2025-09-16,20237,149,19,333,22,36,237.52
2024-10-05,20471,134,35,322,46,27,108.57
2024-06-19,20046,132,21,182,25,100,71.73
2024-08-08,20387,107,48,100,77,48,146.86
2024-08-24,20219,109,14,417,78,85,33.99
2024-09-09,20104,104,23,152,70,74,73.45
2025-01-15,20264,142,36,487,58,64,163.92
2025-01-02,20306,104,45,273,52,42,18.84
2026-01-10,20542,142,25,359,98,100,169.61
2025-12-23,20380,108,6,481,11,30,100.51
2024-08-18,20206,126,50,10,90,84,55.1
2025-07-25,20315,125,19,203,84,98,182.79
2025-06-30,20246,127,46,357,35,70,50.3
2024-12-17,20592,141,1,69,51,57,49.89
2024-04-06,20364,108,16,306,7,86,124.2
2025-09-10,20073,149,7,30,74,33,235.19
2024-11-03,20583,118,7,370,43,52,9.6
2025-11-24,20162,128,12,367,57,82,223.42
2025-09-07,20156,142,46,439,53,91,43.25
2024-04-17,20158,147,45,287,53,20,120.3
2025-05-28,20107,134,29,484,2,99,88.06
2025-01-31,20323,126,37,440,85,97,111.74
2024-07-01,20045,103,10,349,36,49,153.08
2025-12-13,20564,146,31,445,52,83,19.19
2025-12-03,20101,143,28,101,93,28,213.66
2026-03-06,20138,139,2,52,7,49,28.73
2024-05-17,20262,137,7,0,49,79,202.0
2024-03-23,20378,107,16,202,83,93,114.98
2024-05-03,20114,115,2,42,3,40,166.47
2024-09-16,20176,124,48,52,83,41,72.06
2025-03-13,20540,143,16,78,74,91,100.66
2026-01-17,20416,125,39,469,93,74,67.92
2024-12-03,20387,149,13,462,31,56,236.41
2025-08-01,20364,140,19,36,5,63,165.39
2025-08-22,20563,129,26,177,92,61,245.59
2025-11-01,20112,132,35,71,93,91,48.66
2024-06-24,20075,106,14,162,49,62,19.25
2024-09-16,20365,122,34,60,81,80,8.54
2024-08-02,20257,124,33,169,51,89,145.4
2025-06-17,20486,115,16,140,10,95,100.19
2025-06-15,20534,136,24,422,14,100,164.24
2026-02-21,20064,120,48,221,45,20,128.07
2024-07-28,20249,103,32,68,28,69,28.27
2024-11-14,20583,100,17,391,42,63,197.88
2024-11-18,20085,135,19,150,97,50,115.74
2025-12-08,20020,121,15,134,12,40,27.51
2025-06-20,20397,134,10,321,47,47,55.55
2024-03-13,20396,123,6,494,8,48,164.06
2025-01-29,20591,108,11,27,55,93,220.24
2025-01-19,20259,134,29,21,40,76,92.24
2025-02-04,20173,132,21,480,59,56,129.28
2024-05-10,20260,121,21,431,9,77,117.39
2025-04-18,20293,139,40,45,55,69,78.59
2025-11-14,20254,143,32,344,50,78,34.3
2024-12-02,20172,131,30,308,99,26,19.59
2025-02-18,20586,148,18,148,71,25,164.83
2025-04-19,20062,106,17,79,79,60,140.14
2024-04-03,20381,118,11,323,50,53,115.11
2025-03-30,20081,133,22,319,50,33,12.66
2024-11-13,20372,101,5,175,77,60,114.41
2025-04-21,20128,116,41,460,28,30,175.15
2026-01-28,20476,126,29,408,10,35,109.37
2025-06-20,20277,140,41,196,67,62,205.21
2024-04-03,20400,133,48,107,32,75,87.12
2025-05-30,20212,130,39,92,68,95,186.7
2024-05-27,20525,113,19,242,61,89,124.21
2025-08-01,20407,108,4,224,63,37,214.02
2025-05-22,20059,115,8,9,24,87,38.79
2025-09-05,20437,116,11,144,48,23,76.83
2025-02-12,20441,132,30,12,23,64,195.22
2025-12-09,20527,119,46,165,83,40,144.99
2025-07-25,20475,111,30,286,27,65,182.57
2025-01-26,20271,121,4,312,2,88,69.69
2025-05-06,20036,124,46,341,98,69,106.09
2025-09-06,20212,113,6,305,89,75,29.27
2025-05-14,20071,115,13,71,98,88,54.14
2024-12-15,20371,147,41,379,40,47,59.53
2024-11-18,20448,146,32,258,99,45,235.46
2025-05-01,20418,113,48,386,80,51,169.24
2025-12-01,20000,129,42,331,57,63,20.79
2025-01-07,20530,103,10,135,72,94,28.06
2024-05-21,20366,134,42,243,30,76,28.27
2025-11-18,20261,132,30,242,68,23,22.7
2025-12-06,20394,127,27,19,76,87,112.38
2024-12-25,20468,131,20,167,21,40,101.19
2025-08-01,20208,108,33,285,82,72,57.11
2025-09-20,20249,146,12,468,88,45,239.54
2024-03-22,20540,104,9,370,19,64,67.83
2024-12-12,20383,103,44,282,4,25,190.46
2025-09-11,20268,131,28,99,33,42,205.65
2026-01-04,20237,139,36,278,14,99,8.78
2024-06-22,20513,138,30,71,56,32,182.11
2024-04-18,20428,141,40,303,18,92,232.02
2024-05-11,20221,123,29,267,33,56,169.12
2024-05-27,20443,102,49,262,50,22,212.8
2025-05-01,20531,115,37,125,51,34,41.16
2025-05-27,20487,139,16,373,19,90,178.52
2024-03-21,20562,102,22,155,87,33,73.95
2025-12-27,20324,111,6,185,88,45,238.79
2024-08-12,20563,108,35,465,12,36,171.2
2024-11-13,20200,120,29,474,80,82,103.17
2025-01-13,20274,120,4,19,99,46,205.9
2024-09-30,20252,121,12,227,53,21,9.09
2025-06-19,20420,132,4,346,10,89,225.93
2024-07-24,20102,125,27,154,40,29,145.09
2025-09-11,20198,128,28,133,96,75,145.46
2025-10-06,20077,108,12,123,69,59,218.69
2025-10-10,20339,111,28,346,38,31,116.84
2024-03-29,20559,136,2,433,7,84,36.78
2024-12-25,20210,140,13,218,31,70,12.77
2024-09-24,20077,103,11,66,23,75,216.18
2025-01-03,20592,129,26,137,48,86,172.53
2024-11-27,20558,116,9,491,58,79,41.73
2024-12-14,20300,139,48,455,70,53,193.19
2025-03-22,20097,146,44,398,33,63,55.39
2024-09-26,20043,125,46,299,76,73,222.23
2026-01-07,20326,103,22,101,52,38,24.67
2024-10-19,20298,108,22,27,26,49,91.59
2025-10-30,20400,142,34,285,25,78,147.85
2024-05-31,20397,122,36,84,34,91,121.24
2025-06-05,20438,107,22,394,40,80,187.73
2024-09-05,20334,125,35,284,47,40,23.2
2025-02-16,20291,100,50,498,97,76,200.25
2025-07-28,20424,119,41,463,40,93,184.36
2025-11-25,20186,142,22,40,70,91,242.33
2025-06-18,20326,119,39,128,78,31,151.35
2024-11-18,20292,105,34,147,33,57,12.3
2025-02-07,20227,146,38,442,69,37,110.03
2024-07-25,20301,112,28,60,39,38,53.6
2024-09-12,20500,130,8,198,62,21,35.35
2024-10-03,20124,145,2,284,35,45,116.3
2025-04-16,20550,130,29,345,96,92,196.68
2024-05-09,20341,122,18,346,23,98,179.64
2025-11-14,20375,124,1,440,55,90,89.25
2025-01-29,20121,105,19,308,69,87,79.67
2025-02-22,20407,148,31,183,94,24,188.44
2025-08-11,20176,115,1,198,80,90,29.51
2024-03-14,20018,124,32,13,93,61,217.02
2024-06-16,20016,113,2,24,31,89,228.56
2025-01-18,20503,119,40,302,45,33,214.81
2025-09-21,20563,145,41,445,62,56,89.22
2025-11-21,20350,111,21,233,0,51,221.89
2026-01-09,20233,114,42,415,12,47,185.38
2025-12-14,20084,100,31,2,57,51,215.41
2025-09-20,20449,114,18,358,14,38,125.81
2026-02-20,20138,125,27,9,73,90,161.09
2024-06-28,20389,116,49,348,56,22,53.36
2025-05-31,20306,135,3,484,43,73,232.49
2025-05-22,20163,149,38,64,92,79,11.11
2024-08-31,20178,137,2,372,24,31,10.72
2025-11-09,20579,101,24,486,64,76,174.12
2026-01-07,20253,138,22,444,11,36,218.86
2025-04-24,20153,111,15,0,28,53,122.28
2025-12-19,20119,111,23,81,23,61,234.78
2025-03-06,20407,138,20,70,94,76,182.53
2025-10-05,20521,110,40,49,94,70,78.02
2024-09-16,20439,117,36,272,21,98,190.86
2025-08-10,20424,147,25,379,56,77,101.26
2024-10-20,20482,103,40,0,18,91,124.05
2026-02-03,20323,104,30,117,24,33,80.44
2024-05-07,20048,141,4,274,30,48,12.42
2025-04-04,20208,131,40,81,2,51,72.53
2024-05-22,20060,137,32,463,49,52,49.2
2025-01-29,20173,117,42,264,38,79,112.04
2026-01-24,20268,112,10,182,32,70,191.51
2024-03-14,20208,140,29,161,55,80,31.81
2024-07-10,20298,146,32,422,22,74,6.67
2026-02-20,20596,111,39,481,16,62,61.99
2025-01-21,20149,127,20,471,64,45,205.73
2025-12-05,20216,122,27,218,26,33,175.55
2025-12-13,20178,139,20,24,97,62,20.28
2026-02-06,20171,143,6,234,94,80,6.24
2024-09-24,20051,114,17,107,86,68,82.24
2024-05-07,20252,130,33,49,24,36,194.69
2024-03-29,20073,113,23,27,11,97,208.32
2024-06-14,20455,112,1,366,60,83,236.17
2025-09-19,20355,130,46,49,87,82,142.21
2025-02-02,20490,104,10,63,45,30,244.83
2024-06-21,20220,127,17,499,27,26,120.53
2025-03-04,20021,113,1,91,50,40,62.34
2025-11-24,20238,100,31,279,15,40,202.41
2025-02-28,20206,130,47,493,98,42,183.5
2026-01-28,20470,129,39,351,53,60,176.26
2026-01-25,20070,125,35,99,58,90,199.01
2024-03-20,20103,100,26,112,88,23,118.57
2025-04-23,20002,103,36,435,84,37,172.25
2025-02-26,20296,126,39,149,84,37,178.82
2024-11-17,20106,116,50,463,42,24,239.44
2025-05-07,20254,137,9,215,89,59,229.13
2025-01-22,20329,134,4,99,34,47,118.72
2024-05-15,20170,118,25,28,10,100,123.3
2025-03-23,20027,134,28,411,70,34,104.56
2025-04-04,20258,123,25,26,22,91,145.17
2026-02-10,20023,119,3,154,8,26,144.21
2025-08-13,20451,100,5,492,76,78,79.85
2025-06-16,20588,100,15,90,90,27,144.83
2024-11-13,20124,118,35,409,60,34,173.03
2025-01-23,20534,134,35,490,33,97,155.09
2024-06-21,20199,139,43,299,0,40,46.38
2025-11-08,20394,145,7,188,48,20,124.15
2026-02-19,20173,103,30,365,96,52,15.02
2024-12-18,20023,122,49,304,88,42,84.26
2025-09-04,20120,121,21,496,13,72,110.73
2025-04-03,20079,107,32,487,97,28,180.29
2024-06-03,20399,124,28,118,76,57,95.63
2024-12-06,20245,146,39,6,88,73,139.38
2024-06-22,20411,140,17,21,47,38,43.9
2025-02-14,20595,108,7,158,56,47,53.39
2025-01-12,20127,107,8,276,65,63,70.22
2024-06-15,20170,129,19,202,31,39,52.11
2025-12-03,20424,132,21,486,99,67,104.45
2024-08-15,20264,146,34,465,69,95,220.52
2024-12-21,20385,143,3,71,44,85,25.64
2026-01-08,20104,133,10,278,33,92,21.7
2024-11-13,20021,110,11,330,60,72,98.85
2024-03-25,20165,138,47,105,68,41,54.06
2025-12-13,20261,135,6,115,24,46,223.97
2024-07-01,20257,109,26,358,96,58,174.75
2025-06-24,20267,144,23,405,81,64,120.43
2026-02-23,20291,111,2,134,67,99,168.46
2025-09-12,20091,108,20,82,94,27,211.83
2025-05-30,20532,118,14,283,43,96,204.76
2025-06-05,20151,143,43,480,0,54,205.29
2024-07-23,20311,141,20,193,76,56,134.68
2025-04-13,20394,111,17,421,72,78,118.8
2025-10-17,20285,132,46,318,81,100,155.55
2024-04-20,20186,139,46,271,98,89,218.73
2024-11-11,20409,120,44,149,93,81,118.57
2025-11-25,20145,122,7,346,71,93,114.15
2024-08-09,20227,130,34,264,71,43,7.66
2025-03-30,20192,138,1,364,62,91,246.82
2025-07-26,20286,124,42,386,5,90,160.12
2026-01-20,20015,141,50,23,81,56,85.01
2024-03-25,20104,100,23,186,2,74,115.93
2025-12-13,20584,112,36,0,77,61,24.18
2025-09-23,20023,122,14,446,51,80,88.22
2025-10-13,20372,122,11,116,94,86,110.41
2024-11-15,20570,118,27,420,52,70,185.4
2024-11-12,20119,149,17,423,54,56,33.81
2024-07-28,20522,140,12,166,35,93,30.99
2025-04-30,20404,121,4,155,48,58,227.74
2024-08-29,20263,124,13,87,65,21,145.11
2025-01-01,20111,137,41,184,3,95,142.07
2025-05-05,20304,137,50,108,56,75,102.71
2024-10-17,20438,147,33,29,25,88,183.48
2024-09-11,20493,117,32,151,97,23,116.54
2025-03-25,20468,130,43,489,30,41,138.81
2025-03-11,20311,129,10,263,8,71,200.73
2024-09-19,20206,127,3,277,86,27,66.13
2024-11-20,20016,112,32,367,89,69,134.08
2024-11-27,20396,107,37,414,51,98,115.59
2025-06-18,20574,123,35,365,52,39,175.24
2026-02-12,20225,111,8,46,89,71,61.07
2025-05-10,20396,113,1,269,18,83,55.81
2025-01-25,20167,137,42,162,31,77,87.23
2024-10-03,20473,147,16,3,86,55,178.98
2025-08-08,20065,129,5,442,39,92,6.87
2025-10-31,20123,142,7,124,4,58,35.01
2024-12-21,20373,117,27,353,41,30,215.37
2025-01-23,20061,138,10,42,27,93,71.94
2025-02-11,20347,146,20,23,91,34,156.17
2025-08-13,20203,105,45,430,55,55,28.27
2025-01-23,20065,147,9,449,53,58,176.41
2025-11-27,20549,119,26,235,16,67,9.0
2024-11-05,20567,126,25,267,63,86,63.56
2024-06-02,20362,127,4,473,31,92,40.42
2025-10-23,20191,124,28,32,59,36,88.1
2025-11-02,20076,113,28,397,32,74,227.27
2024-12-03,20297,103,18,77,81,47,119.95
2025-09-13,20250,103,40,74,9,55,152.55
2024-12-07,20055,105,32,248,72,74,160.37
2025-06-08,20372,143,3,72,73,93,62.66
2026-02-12,20443,113,40,201,60,73,219.15
2025-06-09,20037,103,37,139,10,57,180.0
2025-04-16,20333,141,33,176,93,77,24.56
2025-06-08,20512,105,35,461,59,32,107.31
2025-06-04,20087,111,22,469,17,85,164.95
2025-12-28,20404,118,45,407,59,48,146.13
2025-06-19,20500,128,34,266,27,70,84.39
2024-09-13,20295,142,11,371,40,65,68.96
2024-06-01,20567,132,26,111,99,73,187.02
2025-10-03,20531,105,33,139,10,72,209.83
2024-11-15,20214,145,37,322,44,100,217.23
2024-03-27,20468,117,11,311,2,97,98.71
2025-04-13,20546,148,40,215,51,78,22.63
2025-05-03,20280,132,41,398,36,39,160.7
2025-08-28,20158,104,27,426,79,100,216.53
2025-05-08,20127,111,29,296,79,32,204.88
2024-09-18,20444,113,30,489,64,76,58.26
2025-03-12,20110,139,6,479,84,81,25.74
2025-04-26,20064,147,19,132,53,93,71.44
2024-07-12,20169,107,33,265,51,78,196.44
2024-04-27,20538,147,47,480,54,65,71.7
2024-09-26,20389,130,44,320,19,44,18.85
2025-12-06,20115,122,12,233,13,73,165.33
2025-11-26,20374,120,33,37,19,68,113.97
2026-02-06,20401,120,21,231,64,24,178.62
2025-04-16,20335,106,17,482,55,85,70.39
2025-04-04,20199,148,19,165,69,97,228.28
2026-01-24,20031,119,25,471,17,92,144.5
2024-05-16,20564,119,48,218,3,74,37.06
2024-06-27,20443,123,13,259,85,71,144.82
2025-11-06,20415,149,16,355,100,37,168.87
2025-09-13,20516,101,13,80,18,61,234.22
2025-03-26,20178,128,16,151,89,75,66.46
2024-05-15,20376,131,20,381,93,30,208.59
2024-10-13,20097,139,16,8,90,66,9.36
2025-04-03,20599,126,30,393,19,63,61.08
2024-04-24,20257,144,31,0,0,88,122.44
2024-04-02,20172,135,39,425,79,39,151.57
2024-12-07,20411,120,41,201,80,79,17.45
2025-10-13,20533,108,12,75,80,33,58.77
2024-08-16,20514,130,14,377,27,52,44.98
2026-02-20,20555,115,44,28,80,31,153.73
2025-02-03,20319,105,41,226,21,73,143.6
2024-07-20,20151,104,50,309,38,64,33.33
2024-05-05,20443,133,35,490,93,77,198.19
